"","regulatoryGene","targetGene","weight","goldstand"
"1","z","y",1,1
"2","y","z",1,0
"3","z","x",0.440593769989204,0
"4","x","z",0.440593769989204,1
"5","y","x",0,0
"6","x","y",0,0
