"","regulatoryGene","targetGene","weight","goldstand"
"1","z","y",0.333285862943549,1
"2","z","x",0.333238392552802,1
"3","y","z",0.258708938734104,0
"4","x","z",0.0540970426533028,0
"5","y","x",0.0206697631162427,0
"6","x","y",0,0
