"","regulatoryGene","targetGene","weight","goldstand"
"1","y","x",0.333333333333334,0
"2","y","z",0.333333333333334,0
"3","z","y",0.314371909872868,1
"4","x","y",0.0189614234604655,1
"5","z","x",0,1
"6","x","z",0,0
