,0,1,2,3,4
0,kocmi,0.777777778,0.866666667,0.666666667,0
1,genie3,0.444444444,0.666666667,0.333333333,0
2,genims,0.277777,0.444444,0,0
3,tigress,0.666666,0.755555,1,0.666666
4,nimefi,0.444444,0.666666,0.333333,0
5,clr,0.5,0.5,0,0
6,aracne,0.5,0.5,0,0
7,ode,0.666667,0.833333,0.666666,0
