"","regulatoryGene","targetGene","weight","goldstand"
"1","z","x",0.333333333333334,0
"2","z","y",0.333333333333334,1
"3","y","z",0.333333333333334,0
"4","y","x",0,0
"5","x","y",0,0
"6","x","z",0,1
