"","regulatoryGene","targetGene","weight","goldstand"
"1","z","x",1,0
"2","x","z",1,1
"3","z","y",0.808152424230226,1
"4","y","z",0.808152424230226,0
"5","y","x",0,0
"6","x","y",0,0
