,0,1,2,3,4
0,kocmi,0.875,0.833333333,1,0.25
1,genie3,0.875,0.833333333,1,0.25
2,genims,0.6875,0.5,1,0.5
3,tigress,0.5,0.416666667,1,0.5
4,nimefi,0.875,0.833333333,1,0.25
5,clr,0.75,0.5,1,0.5
6,aracne,0.75,0.5,1,0.5
7,ode,1,1,1,0
