"","regulatoryGene","targetGene","weight","goldstand"
"1","z","x",0.333333333333334,0
"2","z","y",0.333333333333334,1
"3","y","z",0.191644986234038,0
"4","x","z",0.141688347099296,1
"5","y","x",0,0
"6","x","y",0,0
