"","regulatoryGene","targetGene","weight","goldstand"
"1","x","y",0.291240511999263,0
"2","x","z",0.248061404166569,1
"3","z","x",0.180684189633458,0
"4","y","x",0.144231239604995,1
"5","y","z",0.135782654595716,0
"6","z","y",0,1
