"","regulatoryGene","targetGene","weight","goldstand"
"1","z","x",1,0
"2","x","z",1,1
"3","y","x",0.0415877097601337,1
"4","x","y",0.0415877097601337,0
"5","z","y",0,1
"6","y","z",0,0
