"","regulatoryGene","targetGene","weight","goldstand"
"1","z","x",1,0
"2","x","z",1,1
"3","z","y",0.707106781186547,1
"4","y","z",0.707106781186547,0
"5","y","x",0,1
"6","x","y",0,0
