"","regulator","target","weight","tpvalue"
"1","CFH","CD99",1,1.45088891038497e-11
"2","CFH","MGST1",1,1.45088891038497e-11
"3","CFH","RNF14",0,1
"4","CFH","MNAT1",0,1
"5","CFH","IFNGR1",0,1
"6","CFH","DAPK2",0,1
"7","CFH","MAT2B",0,1
"8","CFH","GUCA2B",0,1
"9","CFH","HSPA5",0,1
"10","CFH","MAPK9",0,1
"11","CFH","CYFIP2",0,1
"12","CFH","HIPK2",0,1
"13","CFH","ME1",0,1
"14","CFH","ELAVL1",0,1
"15","CFH","NEDD4",0,1
"16","CFH","POLB",0,1
"17","CFH","PVR",0,1
"18","CFH","FMO4",0,1
"19","CFH","TRAF4",0,1
"20","CFH","ICAM3",0,1
"21","CFH","MAP2",0,1
"22","CFH","CEACAM1",0,1
"23","CFH","PGR",0,1
"24","CFH","B4GALT1",0,1
"25","CFH","AURKA",0,1
"26","CFH","ABCC6",0,1
"27","CFH","PHGDH",0,1
"28","CFH","EP300",0,1
"29","CFH","CDKN3",0,1
"30","CFH","SLC10A1",0,1
"31","CFH","APEX1",0,1
"32","CFH","HNF4A",0,1
"33","CFH","PFDN4",0,1
"34","CFH","STS",0,1
"35","CFH","FMR1",0,1
"36","CFH","NFAT5",0,1
"37","CFH","TRPS1",0,1
"38","CFH","CDK6",0,1
"39","CFH","NAMPT",0,1
"40","CFH","PON2",0,1
"41","CFH","HBP1",0,1
"42","CFH","MET",0,1
"43","CFH","TYRP1",0,1
"44","CFH","TLX1",0,1
"45","CFH","SMURF2",0,1
"46","CFH","UBE2D3",0,1
"47","CFH","HSPA8",0,1
"48","CFH","CDKN1B",0,1
"49","CFH","CCNG1",0,1
"50","CFH","PPP2CA",0,1
"51","CFH","ATP6V0E1",1,1.45088891038497e-11
"52","CFH","WNT5A",0,1
"53","CFH","ADAM23",0,1
"54","CFH","SMYD1",0,1
"55","CFH","CD46",0,1
"56","CFH","SERPINC1",0,1
"57","CFH","CNR1",0,1
"58","CFH","ARG1",1,1.45088891038497e-11
"59","CFH","KLF9",0,1
"60","CFH","TAF12",0,1
"61","CFH","HSPH1",0,1
"62","CFH","ETF1",0,1
"63","CFH","CD80",0,1
"64","CFH","HNRNPA2B1",1,1.45088891038497e-11
"65","CFH","CKS2",0,1
"66","CFH","NCOA3",0,1
"67","CFH","BMP2",0,1
"68","CFH","UXT",0,1
"69","CFH","COX7C",1,2.3042532296437e-31
"70","CFH","GFER",0,1
"71","CFH","POR",1,1.45088891038497e-11
"72","CFH","HOXD9",0,1
"73","CFH","CDO1",1,1.45088891038497e-11
"74","CFH","REEP5",0,1
"75","CFH","ASH2L",0,1
"76","CFH","SLC27A1",0,1
"77","CFH","F12",1,1.45088891038497e-11
"78","CFH","IDO1",0,1
"79","CFH","PCNA",0,1
"80","CFH","ARNTL",0,1
"81","CFH","GRHL1",0,1
"82","CFH","ERCC5",0,1
"83","CFH","CTSL",0,1
"84","CFH","CD36",0,1
"85","CFH","HNRNPA1",1,1.45088891038497e-11
"86","CFH","EGLN1",0,1
"87","CFH","TXN",1,1.45088891038497e-11
"88","CFH","FXYD2",1,1.45088891038497e-11
"89","CFH","HCN4",0,1
"90","CFH","CYP11A1",0,1
"91","CFH","NCOR1",0,1
"92","CFH","PMAIP1",0,1
"93","CFH","ERBB2",0,1
"94","CFH","CREG1",0,1
"95","CFH","MGST3",0,1
"96","CFH","RFX5",0,1
"97","CFH","CERS2",0,1
"98","CFH","TP53BP2",0,1
"99","CFH","HAX1",0,1
"100","CFH","PIK3R1",0,1
"101","CFH","BHMT",1,1.45088891038497e-11
"102","CFH","BTF3",1,1.45088891038497e-11
"103","CFH","IL2RG",0,1
"104","CFH","CYP17A1",0,1
"105","CFH","GSTO1",0,1
"106","CFH","BMP6",0,1
"107","CFH","TOMM70",0,1
"108","CFH","UGT2B4",1,1.45088891038497e-11
"109","CFH","IL6R",0,1
"110","CFH","ACOX1",0,1
"111","CFH","LRP5",0,1
"112","CFH","CTSS",0,1
"113","CFH","KLF15",0,1
"114","CFH","AGGF1",0,1
"115","CFH","TLR3",0,1
"116","CFH","TERT",0,1
"117","CFH","ALDH1A1",1,1.45088891038497e-11
"118","CFH","ARF6",0,1
"119","CFH","NKX3.1",0,1
"120","CFH","CTNNB1",0,1
"121","CFH","TAP1",0,1
"122","CFH","JMJD7.PLA2G4B",0,1
"123","CFH","ADRB2",0,1
"124","CFH","KISS1",0,1
"125","CFH","HSPA4",0,1
"126","CFH","S1PR1",0,1
"127","CFH","PTGER4",0,1
"128","CFH","LGALS4",1,1.45088891038497e-11
"129","CFH","SMN1",0,1
"130","CFH","HPSE",0,1
"131","CFH","CKS1B",0,1
"132","CFH","EXO1",0,1
"133","CFH","MLXIP",0,1
"134","CFH","RPS6KA3",0,1
"135","CFH","TAF7",0,1
"136","CFH","NQO1",1,1.45088891038497e-11
"137","CFH","NPM1",0.95,8.07462417263231e-14
"138","CFH","CCL13",0,1
"139","CFH","SOX2",0,1
"140","CFH","CCR3",0,1
"141","CFH","WT1",0,1
"142","CFH","PBX1",0,1
"143","CFH","SLC51B",0,1
"144","CFH","BACE1",0,1
"145","CFH","USP7",0,1
"146","CFH","MAPK12",0,1
"147","CFH","SUPT3H",0,1
"148","CFH","ZNF239",0,1
"149","CFH","ABCB8",0,1
"150","CFH","SND1",0,1
"151","CFH","RORB",0,1
"152","CFH","MYCBP",0,1
"153","CFH","TRIM16",0,1
"154","CFH","HLA.DOB",0,1
"155","CFH","TDGF1",0,1
"156","CFH","UGT1A4",1,1.45088891038497e-11
"157","CFH","NEAT1",1,1.45088891038497e-11
"158","CFH","ITGB3",0,1
"159","CFH","CCL4",0,1
"160","CFH","HNF1B",0,1
"161","CFH","SIK1B",0,1
"162","CFH","CCL3",0,1
"163","GCLC","CD38",0,1
"164","GCLC","CALCR",0,1
"165","GCLC","PDK2",0,1
"166","GCLC","TBXA2R",0,1
"167","GCLC","ADIPOR2",0,1
"168","GCLC","NOS2",0,1
"169","GCLC","CD22",1,1.45088891038497e-11
"170","GCLC","NR1H4",0,1
"171","GCLC","ALOX5",0,1
"172","GCLC","CD74",0,1
"173","GCLC","RUNX3",0,1
"174","GCLC","HSD17B6",0,1
"175","GCLC","VIM",0,1
"176","GCLC","TNFRSF1B",0,1
"177","GCLC","OTC",0,1
"178","GCLC","FLT4",1,2.07238391929643e-16
"179","GCLC","RSF1",0,1
"180","GCLC","LTBP1",0,1
"181","GCLC","FOXC1",0,1
"182","GCLC","TRAF1",0,1
"183","GCLC","PRDM1",0,1
"184","GCLC","CREB3L3",0.95,1.50730606374115e-09
"185","GCLC","HDAC7",0,1
"186","GCLC","SPEN",0,1
"187","GCLC","PRKCQ",0,1
"188","GCLC","SPI1",0.9,1.03932875363746e-07
"189","GCLC","PFKP",0.9,0.00152752190298871
"190","GCLC","CBFB",0,1
"191","GCLC","RASSF1",0,1
"192","GCLC","ASNS",0.85,0.000118302814087541
"193","GCLC","CDC42",0,1
"194","GCLC","TCF3",1,1.67386385331379e-08
"195","GCLC","ATP2A3",0,1
"196","GCLC","ARHGEF1",0,1
"197","GCLC","NFKB2",1,1.605213679156e-17
"198","GCLC","FAP",0,1
"199","GCLC","LXN",0,1
"200","GCLC","LIPE",0,1
"201","GCLC","ARG2",0,1
"202","GCLC","MEF2C",0,1
"203","GCLC","EPB41L3",0,1
"204","GCLC","TRAF5",0,1
"205","GCLC","XPO1",0,1
"206","GCLC","REST",0,1
"207","GCLC","GSTP1",0,1
"208","GCLC","ATRX",0,1
"209","GCLC","MMP2",1,1.45088891038497e-11
"210","GCLC","ERP29",0,1
"211","GCLC","FUS",0,1
"212","GCLC","HEPH",0,1
"213","GCLC","TFAP4",0,1
"214","GCLC","TF",0,1
"215","GCLC","EPB41L4B",0.05,0.759013864228139
"216","GCLC","IL12RB1",0,1
"217","GCLC","NRP1",1,9.94545655594919e-17
"218","GCLC","LGALS1",1,1.45088891038497e-11
"219","GCLC","APOBEC3H",0.2,0.0427405942793399
"220","GCLC","PDGFB",0.5,0.000337881638030977
"221","GCLC","SLC8A3",0,1
"222","GCLC","DICER1",0,1
"223","GCLC","RPS6KA5",0,1
"224","GCLC","NFATC4",0,1
"225","GCLC","PLTP",0.7,5.51261927221335e-07
"226","GCLC","CD40",1,2.42592829775073e-16
"227","GCLC","SAMHD1",0,1
"228","GCLC","JAG1",0,1
"229","GCLC","SMAD7",0,1
"230","GCLC","LAMA1",0,1
"231","GCLC","RBBP8",0.05,0.329876800921126
"232","GCLC","ELF4",0,1
"233","GCLC","TIMP1",0,1
"234","GCLC","ACP5",0,1
"235","GCLC","CCL22",0,1
"236","GCLC","NME3",0,1
"237","GCLC","TSC2",0,1
"238","GCLC","FOXF1",0,1
"239","GCLC","UBE2I",0,1
"240","GCLC","NBN",0,1
"241","GCLC","PLAT",0,1
"242","GCLC","KCNN4",0,1
"243","GCLC","LYL1",0,1
"244","GCLC","FCER2",0,1
"245","GCLC","SLC1A5",0.95,0.00156020386776593
"246","GCLC","NOD1",0,1
"247","GCLC","CASP2",0,1
"248","GCLC","GLI3",0,1
"249","GCLC","ENG",0,1
"250","GCLC","PTGDS",0,1
"251","GCLC","GATA3",0,1
"252","GCLC","MAPK8",0,1
"253","GCLC","ABCC3",1,1.45088891038497e-11
"254","GCLC","HLF",0,1
"255","GCLC","EFNB3",0,1
"256","GCLC","SULT1E1",0,1
"257","GCLC","NFKB1",0,1
"258","GCLC","MAPK10",0,1
"259","GCLC","ELF2",0,1
"260","GCLC","CBL",0,1
"261","GCLC","GLI1",0,1
"262","GCLC","ELK3",0,1
"263","GCLC","CD83",0,1
"264","GCLC","HECA",0,1
"265","GCLC","CCND3",0,1
"266","GCLC","LNPEP",0,1
"267","GCLC","FGF1",0,1
"268","GCLC","TCERG1",0.95,6.43306939984358e-07
"269","GCLC","PDGFRB",0,1
"270","GCLC","CD86",0.8,1.54171455617507e-07
"271","GCLC","HES1",0,1
"272","GCLC","GNAI2",0,1
"273","GCLC","FOXP1",0.95,1.13593405933114e-13
"274","GCLC","KCNIP3",0,1
"275","GCLC","POMC",0,1
"276","GCLC","GLS",0,1
"277","GCLC","IGFBP5",1,3.75624529281071e-06
"278","GCLC","WNT6",0,1
"279","GCLC","IL18R1",0,1
"280","GCLC","IL18RAP",0,1
"281","GCLC","CEBPZ",0,1
"282","GCLC","EPAS1",0,1
"283","GCLC","SFPQ",0,1
"284","GCLC","NCF2",0,1
"285","GCLC","PRDM2",0,1
"286","GCLC","ZBTB17",1,1.398686518421e-05
"287","GCLC","CD58",0,1
"288","GCLC","ECE1",0,1
"289","GCLC","ID3",0.8,3.41970666938273e-05
"290","GCLC","F3",0,1
"291","GCLC","KMT2A",0,1
"292","GCLC","PLAGL1",0,1
"293","GCLC","BCL11A",0,1
"294","GCLC","ACAT2",0,1
"295","GCLC","DUSP4",0,1
"296","GCLC","CXCR4",0,1
"297","GCLC","CALD1",1,1.45088891038497e-11
"298","GCLC","SSPN",0,1
"299","GCLC","ADGRE5",0,1
"300","GCLC","LRRFIP1",0,1
"301","GCLC","IRF1",0.75,0.00260751465361456
"302","GCLC","TTF1",0,1
"303","GCLC","PAX8",0,1
"304","GCLC","GNRH2",0,1
"305","GCLC","MAX",0,1
"306","GCLC","ID1",0,1
"307","GCLC","IRF3",1,5.27822041725175e-30
"308","GCLC","KLF2",0,1
"309","GCLC","SMARCA4",0,1
"310","GCLC","TICAM1",0,1
"311","GCLC","KDR",0,1
"312","GCLC","ILF3",0,1
"313","GCLC","CDKN1C",0,1
"314","GCLC","ACE2",0,1
"315","GCLC","CYP2E1",0,1
"316","GCLC","TAF4",0,1
"317","GCLC","DNMT1",0,1
"318","GCLC","IDO1",0,1
"319","GCLC","SLC6A6",0,1
"320","GCLC","LGALS3",1,1.45088891038497e-11
"321","GCLC","HSD17B7",0,1
"322","GCLC","SERPINF1",0,1
"323","GCLC","RBM38",0,1
"324","GCLC","IL15RA",0.75,0.373622892398549
"325","GCLC","CLOCK",0,1
"326","GCLC","PDGFRA",0,1
"327","GCLC","ETS1",0,1
"328","GCLC","APC",0,1
"329","GCLC","TBX3",0,1
"330","GCLC","LMO2",0,1
"331","GCLC","EDNRB",0,1
"332","GCLC","GPNMB",0,1
"333","GCLC","RAC1",0,1
"334","GCLC","HLX",1,4.09034918336914e-08
"335","GCLC","CCL21",0,1
"336","GCLC","RPS6",0,1
"337","GCLC","RDX",0,1
"338","GCLC","CASP1",0,1
"339","GCLC","ENTPD1",0,1
"340","GCLC","AOX1",0,1
"341","GCLC","SSB",0,1
"342","GCLC","MMRN1",0,1
"343","GCLC","LEF1",0,1
"344","GCLC","SLC39A8",0,1
"345","GCLC","ETV6",0,1
"346","GCLC","ITGB7",0.45,0.00897489095585668
"347","GCLC","RB1",0,1
"348","GCLC","SSTR1",0,1
"349","GCLC","TCF12",0,1
"350","GCLC","TLE3",0.1,0.954892902344225
"351","GCLC","BCL2A1",0,1
"352","GCLC","PML",0.85,2.15833631548553e-05
"353","GCLC","ITGAX",1,4.28226430360995e-12
"354","GCLC","NKD1",0,1
"355","GCLC","BCAS3",0,1
"356","GCLC","GATA6",0,1
"357","GCLC","SAT2",0,1
"358","GCLC","SOD1",0,1
"359","GCLC","CAPN10",0,1
"360","GCLC","CRABP2",0,1
"361","GCLC","SETDB1",0,1
"362","GCLC","CTSK",1,1.33850982389702e-21
"363","GCLC","FLG",0,1
"364","GCLC","MEIS1",0,1
"365","GCLC","AGTR1",0,1
"366","GCLC","MUC4",0,1
"367","GCLC","SLIT2",0,1
"368","GCLC","ATG12",0.55,0.000133331549274079
"369","GCLC","DCDC2",0,1
"370","GCLC","TNFRSF21",0,1
"371","GCLC","IL2RG",0,1
"372","GCLC","RBMX",1,6.46275311222354e-11
"373","GCLC","FBXO25",0,1
"374","GCLC","GNRH1",0,1
"375","GCLC","RSPO2",0,1
"376","GCLC","NFIB",1,3.16095348099233e-19
"377","GCLC","UGCG",0,1
"378","GCLC","SURF1",0,1
"379","GCLC","PTGES",0,1
"380","GCLC","NOTCH1",0,1
"381","GCLC","ZEB1",0,1
"382","GCLC","NPAT",0,1
"383","GCLC","ATM",0,1
"384","GCLC","MS4A2",0,1
"385","GCLC","TAGLN",1,1.45088891038497e-11
"386","GCLC","PDCD4",0,1
"387","GCLC","VEGFC",0,1
"388","GCLC","IL18",0,1
"389","GCLC","FLI1",0.65,0.002417546302832
"390","GCLC","SETBP1",0,1
"391","GCLC","TCF7L1",1,4.76918961161876e-13
"392","GCLC","UTRN",1,9.57503275108496e-09
"393","GCLC","DAB2",0,1
"394","GCLC","LY96",0,1
"395","GCLC","ADAMTS1",0,1
"396","GCLC","ADAMTS5",0,1
"397","GCLC","HK1",0,1
"398","GCLC","FZD1",0,1
"399","GCLC","CREB3L1",0,1
"400","GCLC","WASF2",0.65,0.0130736369671662
"401","GCLC","B4GALT5",0,1
"402","GCLC","NCF1",1,9.53639940425885e-16
"403","GCLC","APOA2",0,1
"404","GCLC","PTGIR",0,1
"405","GCLC","ITGB2",0,1
"406","GCLC","CXCR5",0,1
"407","GCLC","CYP3A4",0,1
"408","GCLC","TAL1",0,1
"409","GCLC","WNT4",0,1
"410","GCLC","VCAM1",0,1
"411","GCLC","S100A11",0,1
"412","GCLC","IFI16",1,7.19275614347681e-10
"413","GCLC","SLC2A2",0,1
"414","GCLC","CTLA4",0,1
"415","GCLC","PTPN13",0,1
"416","GCLC","CXCL1",0,1
"417","GCLC","TOPBP1",0.7,8.26253675669723e-07
"418","GCLC","PLB1",0,1
"419","GCLC","HEYL",0,1
"420","GCLC","SPRY1",0,1
"421","GCLC","IL15",0,1
"422","GCLC","SOX17",0,1
"423","GCLC","PCBD1",0,1
"424","GCLC","ZNF202",0,1
"425","GCLC","MAP1A",0,1
"426","GCLC","AXL",0.9,5.24061582685502e-07
"427","GCLC","RBPJ",0,1
"428","GCLC","AXIN2",0,1
"429","GCLC","MAT2A",0,1
"430","GCLC","SPRY3",0,1
"431","GCLC","MECP2",1,7.1145329052212e-16
"432","GCLC","CPT1C",0,1
"433","GCLC","ZEB2",0,1
"434","GCLC","ONECUT1",0,1
"435","GCLC","WNT10B",0,1
"436","GCLC","ITGAM",0.95,9.10489081039208e-07
"437","GCLC","BRD3",0,1
"438","GCLC","FABP6",0,1
"439","GCLC","NFRKB",0,1
"440","GCLC","PFKFB3",0,1
"441","GCLC","HOPX",0,1
"442","GCLC","PIK3CD",1,1.58328096329909e-08
"443","GCLC","BCL2",0,1
"444","GCLC","MLLT3",0,1
"445","GCLC","SMN1",0,1
"446","GCLC","ID4",0,1
"447","GCLC","CEBPB",0,1
"448","GCLC","HINFP",0,1
"449","GCLC","GRK2",0,1
"450","GCLC","X1.Dec",0,1
"451","GCLC","HSPA6",0,1
"452","GCLC","CNTNAP2",0,1
"453","GCLC","DSG4",0,1
"454","GCLC","UCP2",0,1
"455","GCLC","ERCC4",1,7.21665922400092e-11
"456","GCLC","NR2F1",0,1
"457","GCLC","BNIP3",0,1
"458","GCLC","HIC1",0.85,0.0420862867105018
"459","GCLC","NR2C2",0,1
"460","GCLC","THBD",0,1
"461","GCLC","MSC",0,1
"462","GCLC","CIITA",0,1
"463","GCLC","FCER1A",0,1
"464","GCLC","PRF1",0,1
"465","GCLC","F2R",0,1
"466","GCLC","SETD2",0,1
"467","GCLC","SLC2A4",0,1
"468","GCLC","UBA7",1,1.45088891038497e-11
"469","GCLC","BGN",0,1
"470","GCLC","HOXB4",0,1
"471","GCLC","MAFA",0,1
"472","GCLC","LCK",1,3.62081253383669e-21
"473","GCLC","CSF1",0,1
"474","GCLC","MAML2",0,1
"475","GCLC","APOBR",0,1
"476","GCLC","PURA",1,3.3126610051542e-14
"477","GCLC","NOTUM",0,1
"478","GCLC","PRKN",0,1
"479","GCLC","NR2F2",0,1
"480","GCLC","IKZF1",0.75,2.43318868222492e-05
"481","GCLC","ZNF267",0,1
"482","GCLC","WWOX",0.2,0.176460444967074
"483","GCLC","THBS2",0,1
"484","GCLC","MITF",0,1
"485","GCLC","PTMA",0,1
"486","GCLC","SPRY4",0,1
"487","GCLC","HES4",0.05,0.329876800921125
"488","GCLC","KIR2DL4",0,1
"489","GCLC","LITAF",0,1
"490","GCLC","PNRC2",0,1
"491","GCLC","HMGB1",1,1.57939021744681e-28
"492","GCLC","S100A4",0,1
"493","GCLC","TCF4",0,1
"494","GCLC","DACT3",0,1
"495","GCLC","SPN",0.7,0.815823275244999
"496","GCLC","HOXC6",0,1
"497","GCLC","TXNRD3",0,1
"498","GCLC","S100A6",1,4.01859445020553e-19
"499","GCLC","LRBA",0,1
"500","GCLC","CD247",0,1
"501","GCLC","HLA.DMA",0,1
"502","GCLC","HLA.DRA",0,1
"503","GCLC","NOTCH4",0,1
"504","GCLC","AGER",0.25,0.119278203921327
"505","GCLC","HLA.E",0,1
"506","GCLC","MEF2B",0,1
"507","GCLC","HLA.DPB1",0.6,3.75344902419194e-05
"508","GCLC","C1QTNF5",0,1
"509","GCLC","LTA",0,1
"510","GCLC","TWIST2",0,1
"511","GCLC","PSMB9",1,1.45088891038497e-11
"512","GCLC","HLA.DOB",0,1
"513","GCLC","BGLAP",0,1
"514","GCLC","HLA.DMB",1,1.04108458501293e-15
"515","GCLC","APOBEC3C",1,1.36717685563882e-22
"516","GCLC","ANXA8",0,1
"517","GCLC","TXNIP",1,1.50733107717624e-31
"518","NFYA","CD38",0,1
"519","NFYA","MPO",0,1
"520","NFYA","MLXIPL",0,1
"521","NFYA","TIMP2",0,1
"522","NFYA","ATG5",0,1
"523","NFYA","TP53BP1",0,1
"524","NFYA","ATP1B3",0,1
"525","NFYA","PTGS2",0,1
"526","NFYA","LXN",0,1
"527","NFYA","B4GALT1",0,1
"528","NFYA","CREM",0,1
"529","NFYA","OSM",0,1
"530","NFYA","HIF1A",0,1
"531","NFYA","SMAD7",0,1
"532","NFYA","TNFRSF10A",0,1
"533","NFYA","HOXA1",0,1
"534","NFYA","MEOX2",0,1
"535","NFYA","VWF",0,1
"536","NFYA","ELK3",0,1
"537","NFYA","VDR",0,1
"538","NFYA","CDX1",0,1
"539","NFYA","CISH",0,1
"540","NFYA","POMC",0,1
"541","NFYA","SDC1",0,1
"542","NFYA","SOS1",0,1
"543","NFYA","NCF2",0,1
"544","NFYA","PLA2G4A",0,1
"545","NFYA","RGS2",0,1
"546","NFYA","CREB1",0,1
"547","NFYA","RARRES1",0,1
"548","NFYA","CCND2",0,1
"549","NFYA","NR4A3",0,1
"550","NFYA","CD80",0,1
"551","NFYA","PLAU",0,1
"552","NFYA","COL10A1",0,1
"553","NFYA","IL1B",0,1
"554","NFYA","HSPA2",0,1
"555","NFYA","KLF2",0,1
"556","NFYA","TICAM1",0,1
"557","NFYA","KDR",0,1
"558","NFYA","EPO",0,1
"559","NFYA","SLC6A6",0,1
"560","NFYA","RARA",0,1
"561","NFYA","GSTM3",0,1
"562","NFYA","IL6",0,1
"563","NFYA","KLF4",0,1
"564","NFYA","MMP7",0,1
"565","NFYA","CYP1B1",0,1
"566","NFYA","LEF1",0,1
"567","NFYA","RB1",0,1
"568","NFYA","TCF12",0,1
"569","NFYA","BCL2A1",0,1
"570","NFYA","PDPK1",0,1
"571","NFYA","PMAIP1",0,1
"572","NFYA","MGST3",0,1
"573","NFYA","COP1",0,1
"574","NFYA","CTSK",0,1
"575","NFYA","ACKR3",0,1
"576","NFYA","EAF2",0,1
"577","NFYA","GNRH1",0,1
"578","NFYA","HYOU1",0,1
"579","NFYA","VEGFC",0,1
"580","NFYA","GJA1",0,1
"581","NFYA","THY1",0,1
"582","NFYA","ADAMTS1",0,1
"583","NFYA","MMP14",0,1
"584","NFYA","KIT",0,1
"585","NFYA","BTG2",0,1
"586","NFYA","DNAJB4",0,1
"587","NFYA","VCAM1",0,1
"588","NFYA","TGFBR2",0,1
"589","NFYA","CXCL5",0,1
"590","NFYA","PLB1",0,1
"591","NFYA","TNFRSF11B",0,1
"592","NFYA","VEGFD",0,1
"593","NFYA","BDKRB2",0,1
"594","NFYA","MAT2A",0,1
"595","NFYA","CXCL8",0,1
"596","NFYA","FABP4",0,1
"597","NFYA","HAS2",0,1
"598","NFYA","PRKCE",0,1
"599","NFYA","JUNB",0,1
"600","NFYA","PTEN",0,1
"601","NFYA","ZNF217",0,1
"602","NFYA","CCL11",0,1
"603","NFYA","CCL19",0,1
"604","NFYA","CYP7B1",0,1
"605","NFYA","HSPA6",0,1
"606","NFYA","CD34",0,1
"607","NFYA","CCNE2",0,1
"608","NFYA","THBD",0,1
"609","NFYA","HLA.DQB1",0,1
"610","NFYA","FCER1A",0,1
"611","NFYA","F2R",0,1
"612","NFYA","MAML2",0,1
"613","NFYA","THBS2",0,1
"614","NFYA","COL4A1",0,1
"615","NFYA","ENO4",0,1
"616","NFYA","HLA.DRB1",0,1
"617","NFYA","NACA",0,1
"618","NFYA","HLA.DQA1",0,1
"619","NFYA","DNM3",0,1
"620","NFYA","HLA.DRB5",0,1
"621","NFYA","HSD3B2",0,1
"622","NFYA","SOX18",0,1
"623","NFYA","HBD",0,1
"624","NFYA","LTA",0,1
"625","NFYA","GH1",0,1
"626","CFTR","WNT16",0,1
"627","CFTR","CFLAR",0,1
"628","CFTR","CRLF1",0,1
"629","CFTR","TNFRSF12A",0,1
"630","CFTR","TBXA2R",0,1
"631","CFTR","TEAD3",0,1
"632","CFTR","MGST1",0,1
"633","CFTR","DCN",0,1
"634","CFTR","ALOX5",0,1
"635","CFTR","WWTR1",0,1
"636","CFTR","ATP1A2",0,1
"637","CFTR","HGF",0,1
"638","CFTR","RUNX3",0,1
"639","CFTR","ABCC2",0,1
"640","CFTR","VIM",0,1
"641","CFTR","TNFRSF1B",0,1
"642","CFTR","POU2F2",0,1
"643","CFTR","CASR",0,1
"644","CFTR","FLT4",0,1
"645","CFTR","TNFRSF17",0,1
"646","CFTR","RSF1",0,1
"647","CFTR","LTBP1",0,1
"648","CFTR","DKK3",0,1
"649","CFTR","FOXC1",0,1
"650","CFTR","TRAF1",0,1
"651","CFTR","TRAF3IP2",0,1
"652","CFTR","SLC2A3",0,1
"653","CFTR","CREB3L3",0,1
"654","CFTR","HDAC7",0,1
"655","CFTR","CDH3",0,1
"656","CFTR","NGFR",0,1
"657","CFTR","LPAR2",0,1
"658","CFTR","PFKP",0,1
"659","CFTR","CBFB",0,1
"660","CFTR","BCL3",0,1
"661","CFTR","ATP1B3",0,1
"662","CFTR","MRVI1",0,1
"663","CFTR","PTGS2",0,1
"664","CFTR","GLI2",0,1
"665","CFTR","ATP2A3",0,1
"666","CFTR","FOSL2",0,1
"667","CFTR","PAX2",0,1
"668","CFTR","ARHGEF1",0,1
"669","CFTR","NFKB2",0,1
"670","CFTR","IL4R",0,1
"671","CFTR","FGFR1",0,1
"672","CFTR","EDN1",0,1
"673","CFTR","RUNX1T1",0,1
"674","CFTR","LXN",0,1
"675","CFTR","COL4A4",0,1
"676","CFTR","MEF2C",0,1
"677","CFTR","KAT6A",0,1
"678","CFTR","GRHL2",0,1
"679","CFTR","GSTP1",0,1
"680","CFTR","NCOA1",0,1
"681","CFTR","MMP2",0,1
"682","CFTR","HEPH",0,1
"683","CFTR","SLC9A1",0,1
"684","CFTR","LAMB1",0,1
"685","CFTR","EZR",0,1
"686","CFTR","CREM",0,1
"687","CFTR","NRP1",0,1
"688","CFTR","SLC5A1",0,1
"689","CFTR","APOBEC3H",0,1
"690","CFTR","RPS6KA5",0,1
"691","CFTR","NFATC4",0,1
"692","CFTR","PLTP",0,1
"693","CFTR","JAG1",0,1
"694","CFTR","LAMA1",0,1
"695","CFTR","SRPX",0,1
"696","CFTR","PIM2",0,1
"697","CFTR","TNFSF13B",0,1
"698","CFTR","MSLN",0,1
"699","CFTR","ABCC1",0,1
"700","CFTR","FOXF1",0,1
"701","CFTR","ACSBG1",0,1
"702","CFTR","PLAT",0,1
"703","CFTR","KCNN4",0,1
"704","CFTR","CKM",0,1
"705","CFTR","DMPK",0,1
"706","CFTR","ISYNA1",0,1
"707","CFTR","PTN",0,1
"708","CFTR","NOD1",0,1
"709","CFTR","GLI3",0,1
"710","CFTR","ENG",0,1
"711","CFTR","PTGDS",0,1
"712","CFTR","GATA3",0,1
"713","CFTR","CCL2",0,1
"714","CFTR","AREG",0,1
"715","CFTR","MAPK10",0,1
"716","CFTR","ZBTB16",0,1
"717","CFTR","POU2AF1",0,1
"718","CFTR","KRT18",0,1
"719","CFTR","VDR",0,1
"720","CFTR","PPARD",0,1
"721","CFTR","BMP5",0,1
"722","CFTR","HECA",0,1
"723","CFTR","CCND3",0,1
"724","CFTR","HBEGF",0,1
"725","CFTR","CDH6",0,1
"726","CFTR","FGF1",0,1
"727","CFTR","BCL6",0,1
"728","CFTR","HES1",0,1
"729","CFTR","FOXP1",0,1
"730","CFTR","POMC",0,1
"731","CFTR","IGFBP5",0,1
"732","CFTR","WNT6",0,1
"733","CFTR","IL18RAP",0,1
"734","CFTR","CEBPZ",0,1
"735","CFTR","EPAS1",0,1
"736","CFTR","SFPQ",0,1
"737","CFTR","PRDM2",0,1
"738","CFTR","RGS2",0,1
"739","CFTR","RGS4",0,1
"740","CFTR","F3",0,1
"741","CFTR","PLAGL1",0,1
"742","CFTR","SGK1",0,1
"743","CFTR","PPL",0,1
"744","CFTR","FGF23",0,1
"745","CFTR","TGFB3",0,1
"746","CFTR","BCL11A",0,1
"747","CFTR","MSX2",0,1
"748","CFTR","DUSP4",0,1
"749","CFTR","TBX2",0,1
"750","CFTR","CALD1",0,1
"751","CFTR","BHLHE41",0,1
"752","CFTR","SSPN",0,1
"753","CFTR","ADGRE5",0,1
"754","CFTR","CDK2",0,1
"755","CFTR","G0S2",0,1
"756","CFTR","SNAI1",0,1
