"","regulator","target","weight","tpvalue"
"9166","IL32","HPGD",0,1
"9167","IL32","CYBB",0,1
"9168","IL32","VEGFD",0,1
"9169","IL32","CYP2C19",0,1
"9170","IL32","TAC3",0,1
"9171","IL32","AXL",0,1
"9172","IL32","ABCA3",0,1
"9173","IL32","TAP1",0,1
"9174","IL32","ITGAM",0,1
"9175","IL32","MGMT",0,1
"9176","IL32","KISS1",0,1
"9177","IL32","HOPX",0,1
"9178","IL32","PTGER4",0,1
"9179","IL32","PIK3CD",0,1
"9180","IL32","LGALS4",0,1
"9181","IL32","BCL2",0,1
"9182","IL32","CTPS1",0,1
"9183","IL32","PTEN",0,1
"9184","IL32","PRNP",0,1
"9185","IL32","ZNF217",0,1
"9186","IL32","SMN1",0,1
"9187","IL32","EIF2AK3",0,1
"9188","IL32","ID4",0,1
"9189","IL32","HINFP",0,1
"9190","IL32","RASGRP1",0,1
"9191","IL32","GCSAM",0,1
"9192","IL32","TRAF6",0,1
"9193","IL32","FOXL1",0,1
"9194","IL32","HIC1",0,1
"9195","IL32","CDH5",0,1
"9196","IL32","ZBTB2",0,1
"9197","IL32","CREB3L2",0,1
"9198","IL32","LCK",0,1
"9199","IL32","SLC8A1",0,1
"9200","IL32","MAML2",0,1
"9201","IL32","TXNRD2",0,1
"9202","IL32","MAPK11",0,1
"9203","IL32","IKZF1",0,1
"9204","IL32","PTCH1",0,1
"9205","IL32","ZNF267",0,1
"9206","IL32","KRT5",0,1
"9207","IL32","PIP5K1C",0,1
"9208","IL32","CXCR3",0,1
"9209","IL32","MAPK12",0,1
"9210","IL32","MME",0,1
"9211","IL32","TLR7",0,1
"9212","IL32","ZNF239",0,1
"9213","IL32","WDR5B",0,1
"9214","IL32","IL27",0,1
"9215","IL32","CYP2B6",0,1
"9216","IL32","PDGFA",0,1
"9217","IL32","SPN",0,1
"9218","IL32","ARC",0,1
"9219","IL32","STK39",0.95,1.26442156177419e-07
"9220","IL32","CD247",0,1
"9221","IL32","HLA.DOA",0,1
"9222","IL32","HLA.DMA",0,1
"9223","IL32","HLA.DRA",0,1
"9224","IL32","HLA.E",0,1
"9225","IL32","E2F4",0,1
"9226","IL32","HLA.DPB1",1,1.45088891038497e-11
"9227","IL32","HLA.DPA1",1,1.70394917208846e-29
"9228","IL32","APOBEC3G",0,1
"9229","IL32","PSMB9",1,5.27446904695112e-22
"9230","IL32","HLA.DMB",0,1
"9231","IL32","APOBEC3D",0,1
"9232","MLXIPL","NFYA",0,1
"9233","MLXIPL","PDK4",0,1
"9234","MLXIPL","ZMYND11",0,1
"9235","MLXIPL","BID",1,1.45088891038497e-11
"9236","MLXIPL","ATP2C1",0,1
"9237","MLXIPL","MNAT1",0,1
"9238","MLXIPL","SAMD4A",0,1
"9239","MLXIPL","HSF2",0,1
"9240","MLXIPL","BAK1",0,1
"9241","MLXIPL","TNC",0,1
"9242","MLXIPL","AIFM2",0,1
"9243","MLXIPL","HSPA5",0,1
"9244","MLXIPL","PIK3CB",0,1
"9245","MLXIPL","ATG5",0,1
"9246","MLXIPL","GNAI3",0,1
"9247","MLXIPL","ME1",0,1
"9248","MLXIPL","YBX1",1,1.45088891038497e-11
"9249","MLXIPL","ASPM",0,1
"9250","MLXIPL","TP53BP1",0,1
"9251","MLXIPL","RHOA",0.9,1.09657834468968e-06
"9252","MLXIPL","POLR1A",0,1
"9253","MLXIPL","LRP6",0,1
"9254","MLXIPL","CDC42",0,1
"9255","MLXIPL","TCF3",0,1
"9256","MLXIPL","HLTF",0,1
"9257","MLXIPL","MCM2",0,1
"9258","MLXIPL","NOTCH3",0,1
"9259","MLXIPL","TEAD2",0,1
"9260","MLXIPL","TSG101",0,1
"9261","MLXIPL","ENO1",1,1.45088891038497e-11
"9262","MLXIPL","MCM6",0,1
"9263","MLXIPL","ACACB",0,1
"9264","MLXIPL","TOP2B",0,1
"9265","MLXIPL","XRCC5",0,1
"9266","MLXIPL","NDC80",0,1
"9267","MLXIPL","CXCL2",1,1.45088891038497e-11
"9268","MLXIPL","STARD7",0,1
"9269","MLXIPL","WNT11",0,1
"9270","MLXIPL","B4GALT1",0,1
"9271","MLXIPL","NOX4",0,1
"9272","MLXIPL","BAX",0,1
"9273","MLXIPL","RPLP0",0,1
"9274","MLXIPL","PEBP1",0,1
"9275","MLXIPL","BIRC5",0,1
"9276","MLXIPL","CDC6",0,1
"9277","MLXIPL","MSH2",0,1
"9278","MLXIPL","HSP90AB1",0,1
"9279","MLXIPL","ABL1",0,1
"9280","MLXIPL","MAPK1",0,1
"9281","MLXIPL","HMOX1",0,1
"9282","MLXIPL","MCM5",0,1
"9283","MLXIPL","HIF1A",0,1
"9284","MLXIPL","PSMB5",0,1
"9285","MLXIPL","APEX1",1,1.32685333505958e-33
"9286","MLXIPL","PFDN4",0,1
"9287","MLXIPL","TCFL5",0,1
"9288","MLXIPL","CDC25B",0,1
"9289","MLXIPL","SMARCA1",0,1
"9290","MLXIPL","FLT1",0,1
"9291","MLXIPL","MAZ",0,1
"9292","MLXIPL","NBN",0,1
"9293","MLXIPL","MCM4",1,1.45088891038497e-11
"9294","MLXIPL","NUCB1",0,1
"9295","MLXIPL","ERCC2",0,1
"9296","MLXIPL","ASF1B",0,1
"9297","MLXIPL","PDCD5",1,1.45088891038497e-11
"9298","MLXIPL","PIAS4",0,1
"9299","MLXIPL","CRX",0,1
"9300","MLXIPL","DNASE2",0,1
"9301","MLXIPL","HAMP",0,1
"9302","MLXIPL","USF2",0,1
"9303","MLXIPL","CAV1",0,1
"9304","MLXIPL","CASP2",0,1
"9305","MLXIPL","HSPB1",1,1.45088891038497e-11
"9306","MLXIPL","PRKAG2",0,1
"9307","MLXIPL","GCK",0,1
"9308","MLXIPL","UBE2S",0,1
"9309","MLXIPL","KPNB1",1,1.45088891038497e-11
"9310","MLXIPL","CHRNE",0,1
"9311","MLXIPL","UGDH",1,1.45088891038497e-11
"9312","MLXIPL","HTATIP2",1,6.70371644261357e-13
"9313","MLXIPL","HSPA8",1,4.04246127879059e-18
"9314","MLXIPL","APOC3",0,1
"9315","MLXIPL","ELK3",0,1
"9316","MLXIPL","FOXM1",0,1
"9317","MLXIPL","CDKN1B",0,1
"9318","MLXIPL","MCM3",0,1
"9319","MLXIPL","BACH2",0,1
"9320","MLXIPL","TTK",0,1
"9321","MLXIPL","SPARC",0,1
"9322","MLXIPL","NR3C1",0,1
"9323","MLXIPL","RNF7",0,1
"9324","MLXIPL","MAPKAPK3",0,1
"9325","MLXIPL","CCL20",1,9.82128172918203e-20
"9326","MLXIPL","TP53I3",0,1
"9327","MLXIPL","ACADL",0,1
"9328","MLXIPL","ID2",0,1
"9329","MLXIPL","ODC1",0,1
"9330","MLXIPL","ARID3A",0,1
"9331","MLXIPL","SUMO1",1,1.45088891038497e-11
"9332","MLXIPL","MSH6",0,1
"9333","MLXIPL","HDAC1",0,1
"9334","MLXIPL","GADD45A",1,1.45088891038497e-11
"9335","MLXIPL","CD58",0,1
"9336","MLXIPL","ETV3",0,1
"9337","MLXIPL","RBBP5",0,1
"9338","MLXIPL","APH1A",0,1
"9339","MLXIPL","FAAH",1,1.45088891038497e-11
"9340","MLXIPL","DR1",0,1
"9341","MLXIPL","STMN1",1,1.45088891038497e-11
"9342","MLXIPL","STK11",0,1
"9343","MLXIPL","APOA1",0,1
"9344","MLXIPL","CREB1",0,1
"9345","MLXIPL","MYB",0,1
"9346","MLXIPL","PPL",0,1
"9347","MLXIPL","SET",0,1
"9348","MLXIPL","PGF",0,1
"9349","MLXIPL","IDE",0,1
"9350","MLXIPL","TAF12",0,1
"9351","MLXIPL","HSPH1",0,1
"9352","MLXIPL","TMPO",0,1
"9353","MLXIPL","COPS5",0,1
"9354","MLXIPL","CRY2",0,1
"9355","MLXIPL","KHDRBS1",0,1
"9356","MLXIPL","HNRNPA2B1",0,1
"9357","MLXIPL","PLAU",0,1
"9358","MLXIPL","CDKN2C",0,1
"9359","MLXIPL","ATF1",0,1
"9360","MLXIPL","CKS2",1,1.45088891038497e-11
"9361","MLXIPL","ACSL3",0,1
"9362","MLXIPL","RREB1",0,1
"9363","MLXIPL","MCM8",0,1
"9364","MLXIPL","CAPNS1",0,1
"9365","MLXIPL","NR1D1",0,1
"9366","MLXIPL","PRDX5",1,1.45088891038497e-11
"9367","MLXIPL","PRMT1",0,1
"9368","MLXIPL","ELK1",0,1
"9369","MLXIPL","YEATS4",0,1
"9370","MLXIPL","KDR",0,1
"9371","MLXIPL","PODXL",0,1
"9372","MLXIPL","DLL4",0,1
"9373","MLXIPL","E2F8",0,1
"9374","MLXIPL","FOXA1",0,1
"9375","MLXIPL","CBFA2T3",0,1
"9376","MLXIPL","TRIM28",0,1
"9377","MLXIPL","RGN",0,1
"9378","MLXIPL","TRAF3",0,1
"9379","MLXIPL","RARA",0,1
"9380","MLXIPL","PCNA",1,1.45088891038497e-11
"9381","MLXIPL","MACROD1",1,1.45088891038497e-11
"9382","MLXIPL","RTN3",1,1.45088891038497e-11
"9383","MLXIPL","RRAS2",0,1
"9384","MLXIPL","MEN1",0,1
"9385","MLXIPL","CCNB1",1,1.45088891038497e-11
"9386","MLXIPL","LAMTOR5",0,1
"9387","MLXIPL","CDC73",0,1
"9388","MLXIPL","COL4A2",1,2.32476326714679e-20
"9389","MLXIPL","CDK4",0.85,0.0373923456499472
"9390","MLXIPL","TFCP2",0,1
"9391","MLXIPL","HNRNPA1",1,3.00729193996006e-30
"9392","MLXIPL","SLC19A3",0,1
"9393","MLXIPL","GPNMB",0,1
"9394","MLXIPL","SRSF1",0,1
"9395","MLXIPL","RPS6",0,1
"9396","MLXIPL","HMGA1",0,1
"9397","MLXIPL","TCF19",0,1
"9398","MLXIPL","ABCG5",0,1
"9399","MLXIPL","CYP2C9",1,1.45088891038497e-11
"9400","MLXIPL","CYP2C8",1,1.45088891038497e-11
"9401","MLXIPL","RB1",0,1
"9402","MLXIPL","NEIL1",0,1
"9403","MLXIPL","PMAIP1",0,1
"9404","MLXIPL","IFNAR1",0,1
"9405","MLXIPL","PLK4",0,1
"9406","MLXIPL","SERBP1",0,1
"9407","MLXIPL","KIF2C",0,1
"9408","MLXIPL","MGST3",1,1.45088891038497e-11
"9409","MLXIPL","COP1",0,1
"9410","MLXIPL","NR1I3",0,1
"9411","MLXIPL","RORC",0,1
"9412","MLXIPL","ILF2",0,1
"9413","MLXIPL","ARF1",1,2.85671327157601e-16
"9414","MLXIPL","PARP1",0,1
"9415","MLXIPL","PDIA6",1,1.77059389431008e-13
"9416","MLXIPL","HSPD1",1,1.45088891038497e-11
"9417","MLXIPL","HES6",0,1
"9418","MLXIPL","NR1I2",0,1
"9419","MLXIPL","CCNA2",0,1
"9420","MLXIPL","SKP2",0,1
"9421","MLXIPL","STAR",0,1
"9422","MLXIPL","PLIN2",1,1.00330990588822e-40
"9423","MLXIPL","CDKN2B",0,1
"9424","MLXIPL","EIF4EBP2",0,1
"9425","MLXIPL","MKI67",0,1
"9426","MLXIPL","EIF3M",0,1
"9427","MLXIPL","HYOU1",0,1
"9428","MLXIPL","CHEK1",0,1
"9429","MLXIPL","HMGA2",0,1
"9430","MLXIPL","VEGFC",0,1
"9431","MLXIPL","SLC7A11",0,1
"9432","MLXIPL","AKR1C2",1,1.45088891038497e-11
"9433","MLXIPL","ACSL1",1,1.45088891038497e-11
"9434","MLXIPL","BAG3",0,1
"9435","MLXIPL","ZIC1",0,1
"9436","MLXIPL","CENPH",0,1
"9437","MLXIPL","BCL2L11",0,1
"9438","MLXIPL","SLC25A27",0,1
"9439","MLXIPL","CEBPG",0,1
"9440","MLXIPL","THY1",0,1
"9441","MLXIPL","TOMM70",0,1
"9442","MLXIPL","RHOC",0,1
"9443","MLXIPL","BUB1B",0,1
"9444","MLXIPL","MMP14",0,1
"9445","MLXIPL","CCNB2",0,1
"9446","MLXIPL","CDC25C",0,1
"9447","MLXIPL","ELK4",0,1
"9448","MLXIPL","ABCG1",0,1
"9449","MLXIPL","G6PD",0,1
"9450","MLXIPL","FGFR4",1,1.02375877427137e-22
"9451","MLXIPL","RECQL4",0,1
"9452","MLXIPL","SQSTM1",0,1
"9453","MLXIPL","MAML1",0,1
"9454","MLXIPL","U2AF1L4",1,1.45088891038497e-11
"9455","MLXIPL","ACOX1",0,1
"9456","MLXIPL","VCAM1",0,1
"9457","MLXIPL","PEA15",0,1
"9458","MLXIPL","S100A9",0,1
"9459","MLXIPL","ATP1A1",0,1
"9460","MLXIPL","TGFBR2",0,1
"9461","MLXIPL","GMPS",0,1
"9462","MLXIPL","AGGF1",0,1
"9463","MLXIPL","CASP3",0,1
"9464","MLXIPL","PTTG1",1,1.45088891038497e-11
"9465","MLXIPL","FABP5",0,1
"9466","MLXIPL","COL1A2",0,1
"9467","MLXIPL","LMTK2",0,1
"9468","MLXIPL","CDK5",0,1
"9469","MLXIPL","AQP7",0,1
"9470","MLXIPL","VCP",1,1.45088891038497e-11
"9471","MLXIPL","TSHR",0,1
"9472","MLXIPL","RET",0,1
"9473","MLXIPL","NOLC1",0,1
"9474","MLXIPL","ZNF143",0,1
"9475","MLXIPL","PCLAF",0,1
"9476","MLXIPL","PLK1",0,1
"9477","MLXIPL","SLC27A4",0,1
"9478","MLXIPL","RRM1",0,1
"9479","MLXIPL","PLIN4",0,1
"9480","MLXIPL","TK1",0,1
"9481","MLXIPL","CTNNB1",0,1
"9482","MLXIPL","SF1",1,1.45088891038497e-11
"9483","MLXIPL","BMI1",0,1
"9484","MLXIPL","IRF2",0,1
"9485","MLXIPL","MT1E",1,1.45088891038497e-11
"9486","MLXIPL","CDK1",0,1
"9487","MLXIPL","FABP4",0,1
"9488","MLXIPL","SP7",0,1
"9489","MLXIPL","NPAS2",0,1
"9490","MLXIPL","PA2G4",1,4.42574792807507e-31
"9491","MLXIPL","CDH2",0,1
"9492","MLXIPL","PPM1D",0,1
"9493","MLXIPL","SOCS5",0,1
"9494","MLXIPL","BCL2L1",0,1
"9495","MLXIPL","RRM2",1,1.45088891038497e-11
"9496","MLXIPL","PTEN",0,1
"9497","MLXIPL","ZNF217",0,1
"9498","MLXIPL","BSG",0,1
"9499","MLXIPL","IL17D",0,1
"9500","MLXIPL","CKS1B",1,7.57132135882425e-12
"9501","MLXIPL","MST1",1,1.45088891038497e-11
"9502","MLXIPL","HAP1",0,1
"9503","MLXIPL","CD34",0,1
"9504","MLXIPL","ATP2A2",0,1
"9505","MLXIPL","UBE2C",1,1.45088891038497e-11
"9506","MLXIPL","MARCKSL1",0,1
"9507","MLXIPL","SMAD2",0,1
"9508","MLXIPL","LPL",0,1
"9509","MLXIPL","RUVBL1",0,1
"9510","MLXIPL","FOXC2",0,1
"9511","MLXIPL","TYMS",0.5,0.000869158962692841
"9512","MLXIPL","RPS6KA3",0,1
"9513","MLXIPL","PER1",1,1.45088891038497e-11
"9514","MLXIPL","APOBEC3B",0,1
"9515","MLXIPL","CDH5",0,1
"9516","MLXIPL","NRXN1",0,1
"9517","MLXIPL","TH",0,1
"9518","MLXIPL","OXTR",0,1
"9519","MLXIPL","ZBTB2",0,1
"9520","MLXIPL","CREB3L2",0,1
"9521","MLXIPL","KPNA2",0,1
"9522","MLXIPL","CLEC4G",0,1
"9523","MLXIPL","SATB1",0,1
"9524","MLXIPL","SIVA1",0,1
"9525","MLXIPL","THBS2",0,1
"9526","MLXIPL","CYP4A11",1,1.45088891038497e-11
"9527","MLXIPL","EPOR",0,1
"9528","MLXIPL","COL4A1",1,1.45088891038497e-11
"9529","MLXIPL","MAPK12",0,1
"9530","MLXIPL","ZNF383",0,1
"9531","MLXIPL","SUMO2",0,1
"9532","MLXIPL","IDO2",0,1
"9533","MLXIPL","NELFB",0,1
"9534","MLXIPL","AKR1C3",1,1.45088891038497e-11
"9535","MLXIPL","WDR5",0,1
"9536","MLXIPL","NACA",0,1
"9537","MLXIPL","HDAC2",0,1
"9538","MLXIPL","ZNF239",0,1
"9539","MLXIPL","ABCB8",1,1.45088891038497e-11
"9540","MLXIPL","CYP2B6",0,1
"9541","MLXIPL","ATG7",0,1
"9542","MLXIPL","S100A10",0,1
"9543","MLXIPL","HES5",0,1
"9544","MLXIPL","DNM3",0,1
"9545","MLXIPL","TXNRD1",1,1.45088891038497e-11
"9546","MLXIPL","NCOA6",0,1
"9547","MLXIPL","PRC1",0,1
"9548","MLXIPL","HSD3B2",0,1
"9549","MLXIPL","SOX18",0,1
"9550","MLXIPL","DAXX",0,1
"9551","MLXIPL","MICB",0,1
"9552","MLXIPL","IPO7",0,1
"9553","MLXIPL","NRAS",0,1
"9554","MLXIPL","GSTM2",1,4.91540212850742e-09
"9555","MLXIPL","MYCBP",0,1
"9556","MLXIPL","PLIN5",0,1
"9557","MLXIPL","GCGR",0,1
"9558","MLXIPL","NOL7",0,1
"9559","MLXIPL","PARG",0,1
"9560","MLXIPL","NME1",0,1
"9561","MLXIPL","TDGF1",0,1
"9562","MLXIPL","CYP2A6",0,1
"9563","MLXIPL","UHRF1",0,1
"9564","MLXIPL","DACH1",0,1
"9565","MLXIPL","PRSS50",0,1
"9566","CD4","MAD1L1",0,1
"9567","CD4","FAS",0,1
"9568","CD4","CDH1",0,1
"9569","CD4","MTA3",0,1
"9570","CD4","NGFR",0,1
"9571","CD4","SP100",0,1
"9572","CD4","MEF2A",0,1
"9573","CD4","ACAT1",0,1
"9574","CD4","HSP90AA1",0,1
"9575","CD4","APOB",0,1
"9576","CD4","WNT11",0,1
"9577","CD4","HSD17B2",0,1
"9578","CD4","CETP",0,1
"9579","CD4","JAK2",0,1
"9580","CD4","RBBP7",0,1
"9581","CD4","KLF5",0,1
"9582","CD4","MEFV",0,1
"9583","CD4","RBL2",0,1
"9584","CD4","FCGRT",0,1
"9585","CD4","ETV2",0,1
"9586","CD4","WNT2",0,1
"9587","CD4","NRF1",0,1
"9588","CD4","GCK",0,1
"9589","CD4","CXCL12",0,1
"9590","CD4","UBE2S",0,1
"9591","CD4","APOA5",0,1
"9592","CD4","APOC3",0,1
"9593","CD4","IL23A",0,1
"9594","CD4","SLCO1B3",0,1
"9595","CD4","GHR",0,1
"9596","CD4","CSNK1A1",0,1
"9597","CD4","EHHADH",0,1
"9598","CD4","HYAL1",0,1
"9599","CD4","ACADL",0,1
"9600","CD4","SCP2",0,1
"9601","CD4","ACADM",0,1
"9602","CD4","APOA1",0,1
"9603","CD4","EPCAM",0,1
"9604","CD4","DUSP1",0,1
"9605","CD4","TP53AIP1",0,1
"9606","CD4","PLG",0,1
"9607","CD4","DBH",0,1
"9608","CD4","NRL",0,1
"9609","CD4","BST2",0,1
"9610","CD4","GATA5",0,1
"9611","CD4","RGN",0,1
"9612","CD4","G6PC",0,1
"9613","CD4","TPT1",0,1
"9614","CD4","HMGCS2",0,1
"9615","CD4","SLCO1B1",0,1
"9616","CD4","GLS2",0,1
"9617","CD4","ALDOB",0,1
"9618","CD4","MTTP",0,1
"9619","CD4","SLC7A1",0,1
"9620","CD4","IRF8",0,1
"9621","CD4","ECM1",0,1
"9622","CD4","PARP1",0,1
"9623","CD4","CRHBP",0,1
"9624","CD4","CXCL14",0,1
"9625","CD4","IGFBP3",0,1
"9626","CD4","STAR",0,1
"9627","CD4","NPAT",0,1
"9628","CD4","THRSP",0,1
"9629","CD4","CPT2",0,1
"9630","CD4","ERG",0,1
"9631","CD4","WNT9B",0,1
"9632","CD4","CYP4A22",0,1
"9633","CD4","DIRAS3",0,1
"9634","CD4","PF4",0,1
"9635","CD4","HHIP",0,1
"9636","CD4","FBP1",0,1
"9637","CD4","NDRG2",0,1
"9638","CD4","CASP7",0,1
"9639","CD4","NOLC1",0,1
"9640","CD4","RAG1",0,1
"9641","CD4","IL12A",0,1
"9642","CD4","FOS",0,1
"9643","CD4","UGT2B7",0,1
"9644","CD4","CTPS1",0,1
"9645","CD4","LRRN3",0,1
"9646","CD4","SELP",0,1
"9647","CD4","MAF",0,1
"9648","CD4","CLEC4G",0,1
"9649","CD4","SIGIRR",0,1
"9650","CD4","ATP6V0A2",0,1
"9651","CD4","NTF3",0,1
"9652","CD4","ADH1A",0,1
"9653","CD4","IDO2",0,1
"9654","CD4","MMP1",0,1
"9655","CD4","DAPK1",0,1
"9656","CD4","ZBTB14",0,1
"9657","CD4","CFI",0,1
"9658","CD4","POU5F1B",0,1
"9659","CD4","ANG",0,1
"9660","CD4","GSTA1",0,1
"9661","CD4","GTF2I",0,1
"9662","CD4","ADRA2B",0,1
"9663","PTBP1","PDK4",0,1
"9664","PTBP1","DBF4",0,1
"9665","PTBP1","TEAD3",0,1
"9666","PTBP1","ERCC1",0,1
"9667","PTBP1","SAMD4A",0,1
"9668","PTBP1","HSF2",0,1
"9669","PTBP1","HSD17B6",0,1
"9670","PTBP1","BAK1",0,1
"9671","PTBP1","PIAS1",0,1
"9672","PTBP1","DAPK2",0,1
"9673","PTBP1","MAP4",0,1
"9674","PTBP1","LMO3",0,1
"9675","PTBP1","PIK3CB",0,1
"9676","PTBP1","ANAPC4",0,1
"9677","PTBP1","MTA3",0,1
"9678","PTBP1","DGKG",0,1
"9679","PTBP1","ACAA1",0,1
"9680","PTBP1","RFXANK",0,1
"9681","PTBP1","ERBB3",0,1
"9682","PTBP1","ZNRD1",0,1
"9683","PTBP1","POLR1A",0,1
"9684","PTBP1","ASNS",0,1
"9685","PTBP1","CDC42",0,1
"9686","PTBP1","PDCD2",0,1
"9687","PTBP1","XRCC1",0,1
"9688","PTBP1","MCM2",0,1
"9689","PTBP1","NOTCH3",0,1
"9690","PTBP1","ACAT1",0,1
"9691","PTBP1","MCM6",0,1
"9692","PTBP1","MLH1",0,1
"9693","PTBP1","ACACB",0,1
"9694","PTBP1","MCAM",0,1
"9695","PTBP1","SIRT6",0,1
"9696","PTBP1","HOXA9",0,1
"9697","PTBP1","TP73",0,1
"9698","PTBP1","XRCC5",0,1
"9699","PTBP1","LIPE",0,1
"9700","PTBP1","DCT",0,1
"9701","PTBP1","HSP90AA1",1,4.41413522047179e-37
"9702","PTBP1","RBL1",0,1
"9703","PTBP1","NDC80",0,1
"9704","PTBP1","CXCL2",0,1
"9705","PTBP1","CYLD",0,1
"9706","PTBP1","REST",0,1
"9707","PTBP1","SLCO1A2",0,1
"9708","PTBP1","APOB",0,1
"9709","PTBP1","MECOM",0,1
"9710","PTBP1","WNT11",0,1
"9711","PTBP1","BAX",0,1
"9712","PTBP1","GNAO1",0,1
"9713","PTBP1","DNMT3B",0,1
"9714","PTBP1","MAVS",0,1
"9715","PTBP1","EPB41L4B",0,1
"9716","PTBP1","HSP90AB1",0,1
"9717","PTBP1","ABL1",0,1
"9718","PTBP1","MAPK1",0,1
"9719","PTBP1","MCM5",0,1
"9720","PTBP1","DICER1",0,1
"9721","PTBP1","APEX1",0,1
"9722","PTBP1","NELFCD",0,1
"9723","PTBP1","CDC25B",0,1
"9724","PTBP1","SAMHD1",0,1
"9725","PTBP1","ZNF516",0,1
"9726","PTBP1","F9",0,1
"9727","PTBP1","RBBP7",0,1
"9728","PTBP1","KLF5",0,1
"9729","PTBP1","FLT1",0,1
"9730","PTBP1","CTCF",0,1
"9731","PTBP1","UBE2I",0,1
"9732","PTBP1","MAZ",0,1
"9733","PTBP1","TJP1",0,1
"9734","PTBP1","ERCC2",0,1
"9735","PTBP1","ASF1B",0,1
"9736","PTBP1","PDCD5",0,1
"9737","PTBP1","BBC3",0,1
"9738","PTBP1","TYK2",0,1
"9739","PTBP1","ZNF175",0,1
"9740","PTBP1","TFPT",0,1
"9741","PTBP1","CRTC1",0,1
"9742","PTBP1","ETV2",0,1
"9743","PTBP1","SUGP1",0,1
"9744","PTBP1","CASP2",0,1
"9745","PTBP1","HSPB1",0,1
"9746","PTBP1","NRF1",0,1
"9747","PTBP1","EZH2",0,1
"9748","PTBP1","PRKAG2",0,1
"9749","PTBP1","TGFBR1",0,1
"9750","PTBP1","KDM4C",0,1
"9751","PTBP1","EBF3",0,1
"9752","PTBP1","UBE2S",0,1
"9753","PTBP1","KPNB1",0,1
"9754","PTBP1","ENO3",0,1
"9755","PTBP1","BLMH",0,1
"9756","PTBP1","HLF",0,1
"9757","PTBP1","SULT1E1",0,1
"9758","PTBP1","APOA5",0,1
"9759","PTBP1","APOC3",0,1
"9760","PTBP1","AIP",0,1
"9761","PTBP1","CYP27B1",0,1
"9762","PTBP1","GLI1",0,1
"9763","PTBP1","LTBR",0,1
"9764","PTBP1","SLCO1B3",0,1
"9765","PTBP1","MCM3",0,1
"9766","PTBP1","E2F3",0,1
"9767","PTBP1","PERP",0,1
"9768","PTBP1","TTK",0,1
"9769","PTBP1","GHR",0,1
"9770","PTBP1","DROSHA",0,1
"9771","PTBP1","TCERG1",0,1
"9772","PTBP1","EHHADH",0,1
"9773","PTBP1","RNF7",0,1
"9774","PTBP1","KCNIP3",0,1
"9775","PTBP1","TP53I3",0,1
"9776","PTBP1","ACADL",0,1
"9777","PTBP1","ID2",0,1
"9778","PTBP1","ARID3A",0,1
"9779","PTBP1","SCP2",0,1
"9780","PTBP1","HDAC1",0,1
"9781","PTBP1","TTF2",0,1
"9782","PTBP1","ACADM",0,1
"9783","PTBP1","PIK3R3",0,1
"9784","PTBP1","TNFSF4",0,1
"9785","PTBP1","STMN1",0,1
"9786","PTBP1","PROX1",0,1
"9787","PTBP1","STK11",0,1
"9788","PTBP1","ABCG2",0,1
"9789","PTBP1","SET",0,1
"9790","PTBP1","PTPA",0,1
"9791","PTBP1","PGF",0,1
"9792","PTBP1","ESRRB",0,1
"9793","PTBP1","DUSP1",0,1
"9794","PTBP1","KDM3B",0,1
"9795","PTBP1","TMPO",0,1
"9796","PTBP1","CRY2",0,1
"9797","PTBP1","CAT",0,1
"9798","PTBP1","KHDRBS1",0,1
"9799","PTBP1","GTF3A",0,1
"9800","PTBP1","PLG",0,1
"9801","PTBP1","RECK",0,1
"9802","PTBP1","ECD",0,1
"9803","PTBP1","CDKN2C",0,1
"9804","PTBP1","ACSL3",0,1
"9805","PTBP1","BMP4",0,1
"9806","PTBP1","TTF1",0,1
"9807","PTBP1","FOSB",0,1
"9808","PTBP1","MCM8",0,1
"9809","PTBP1","MAX",0,1
"9810","PTBP1","CAPNS1",0,1
"9811","PTBP1","THRA",0,1
"9812","PTBP1","NR1D1",0,1
"9813","PTBP1","PRMT1",0,1
"9814","PTBP1","TRAF2",0,1
"9815","PTBP1","SMARCA4",0,1
"9816","PTBP1","KDM4B",0,1
"9817","PTBP1","PODXL",0,1
"9818","PTBP1","DLL4",0,1
"9819","PTBP1","E2F8",0,1
"9820","PTBP1","ILF3",0,1
"9821","PTBP1","CDKN2D",0,1
"9822","PTBP1","ACSBG2",0,1
"9823","PTBP1","ACTN4",0,1
"9824","PTBP1","GDF15",0,1
"9825","PTBP1","TAF4",0,1
"9826","PTBP1","ASS1",0,1
"9827","PTBP1","TRIM28",0,1
"9828","PTBP1","RGN",0,1
"9829","PTBP1","TRAF3",0,1
"9830","PTBP1","PIAS3",0,1
"9831","PTBP1","HMGCS2",0,1
"9832","PTBP1","SLCO1B1",0,1
"9833","PTBP1","CLOCK",0,1
"9834","PTBP1","GLS2",0,1
"9835","PTBP1","CDK4",0,1
"9836","PTBP1","CYP27A1",0,1
"9837","PTBP1","DRAM1",0,1
"9838","PTBP1","GPNMB",0,1
"9839","PTBP1","RAC1",0,1
"9840","PTBP1","IL10",0,1
"9841","PTBP1","ALDOB",1,1.45088891038497e-11
"9842","PTBP1","RPS6",0,1
"9843","PTBP1","TFAP2A",0,1
"9844","PTBP1","SMAD6",0,1
"9845","PTBP1","ADAM10",0,1
"9846","PTBP1","SLC3A1",0,1
"9847","PTBP1","CYP2C9",0,1
"9848","PTBP1","CYP2C8",0,1
"9849","PTBP1","ENTPD1",0,1
"9850","PTBP1","MTTP",0,1
