"","regulatoryGene","targetGene","weight","goldstand"
"1","z","y",0.315938655056408,0
"2","z","x",0.298487804735045,0
"3","y","z",0.246353095008934,1
"4","y","x",0.133578882845571,0
"5","x","z",0.00564156235404278,1
"6","x","y",0,0
