,0,1,2,3,4
0,kocmi,1,1,1,0
1,genie3,0.444444444,0.533333333,1,0.666666667
2,genims,0.611111111,0.722222222,0.333333333,0
3,tigress,0.666666667,0.755555556,1,0.666666667
4,nimefi,0.666666667,0.638888889,1,0.333333333
5,clr,0.5,0.5,0,0
6,aracne,0.5,0.5,0,0
7,ode,0.777778,0.866667,0.666666,0
