"","regulatoryGene","targetGene","weight","goldstand"
"1","y","z",0.265325408817192,0
"2","x","y",0.229731656664509,0
"3","y","x",0.189553958023225,1
"4","z","x",0.17639871464076,0
"5","z","y",0.138990261854314,1
"6","x","z",0,1
