"","regulatoryGene","targetGene","weight","goldstand"
"1","y","x",0.322047733350308,1
"2","y","z",0.310747733672126,0
"3","x","y",0.175313851469955,0
"4","z","y",0.0997822984515824,1
"5","x","z",0.0921083830560285,1
"6","z","x",0,0
